n°_training,trace,places,transitions,arcs,ext_cardoso,trace_1,trace_2,trace_3,trace_4,trace_5,trace_6,trace_7,trace_8,trace_9,trace_10,trace_11,trace_12,trace_13,trace_14,trace_15
10,2166,13,19,38,17,"[3:44]('Assign seriousness', 'Resolve ticket', 'Closed')","[3:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket')","[3:1]('Take in charge ticket', 'Resolve ticket', 'Closed')","[4:1171]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:14]('Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:9]('Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed')","[4:2]('Assign seriousness', 'Wait', 'Resolve ticket', 'Closed')","[4:1]('Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:1]('Insert ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:1]('Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[5:204]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[5:65]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[5:51]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[5:27]('Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[5:26]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed')"
11,2230,13,19,38,17,"[3:48]('Assign seriousness', 'Resolve ticket', 'Closed')","[3:4]('Take in charge ticket', 'Resolve ticket', 'Closed')","[3:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket')","[3:1]('Wait', 'Resolve ticket', 'Closed')","[4:1203]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:15]('Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:9]('Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed')","[4:2]('Assign seriousness', 'Wait', 'Resolve ticket', 'Closed')","[4:2]('Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[4:1]('Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:1]('Insert ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[5:205]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[5:66]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[5:63]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[5:27]('Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
12,2234,11,17,34,14,"[3:48]('Assign seriousness', 'Resolve ticket', 'Closed')","[3:4]('Take in charge ticket', 'Resolve ticket', 'Closed')","[3:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket')","[3:1]('Wait', 'Resolve ticket', 'Closed')","[4:1206]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:15]('Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:9]('Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed')","[4:2]('Assign seriousness', 'Wait', 'Resolve ticket', 'Closed')","[4:2]('Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[4:1]('Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:1]('Insert ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:1]('Create SW anomaly', 'Resolve SW anomaly', 'Resolve ticket', 'Closed')","[5:205]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[5:66]('Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[5:63]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')"
13,2815,12,17,36,15,"[3:98]('Assign seriousness', 'Resolve ticket', 'Closed')","[3:24]('Take in charge ticket', 'Resolve ticket', 'Closed')","[3:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket')","[3:1]('Wait', 'Resolve ticket', 'Closed')","[4:1527]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:33]('Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:14]('Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed')","[4:11]('Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[4:3]('Assign seriousness', 'Wait', 'Resolve ticket', 'Closed')","[4:2]('Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:1]('Insert ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:1]('Create SW anomaly', 'Resolve SW anomaly', 'Resolve ticket', 'Closed')","[4:1]('Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[5:212]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[5:122]('Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')"
14,2844,10,16,32,13,"[2:1]('Resolve ticket', 'Closed')","[3:101]('Assign seriousness', 'Resolve ticket', 'Closed')","[3:24]('Take in charge ticket', 'Resolve ticket', 'Closed')","[3:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket')","[3:1]('Wait', 'Resolve ticket', 'Closed')","[4:1547]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:33]('Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:14]('Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed')","[4:11]('Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[4:3]('Assign seriousness', 'Wait', 'Resolve ticket', 'Closed')","[4:2]('Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:2]('Insert ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:1]('Create SW anomaly', 'Resolve SW anomaly', 'Resolve ticket', 'Closed')","[4:1]('Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[5:212]('Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
15,3244,12,19,38,17,"[2:1]('Resolve ticket', 'Closed')","[3:113]('Assign seriousness', 'Resolve ticket', 'Closed')","[3:28]('Take in charge ticket', 'Resolve ticket', 'Closed')","[3:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket')","[3:1]('Wait', 'Resolve ticket', 'Closed')","[4:1791]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:40]('Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:15]('Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed')","[4:11]('Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[4:4]('Assign seriousness', 'Wait', 'Resolve ticket', 'Closed')","[4:2]('Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:2]('Insert ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:1]('Create SW anomaly', 'Resolve SW anomaly', 'Resolve ticket', 'Closed')","[4:1]('Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:1]('Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
16,3906,12,19,38,17,"[2:1]('Resolve ticket', 'Closed')","[3:148]('Assign seriousness', 'Resolve ticket', 'Closed')","[3:30]('Take in charge ticket', 'Resolve ticket', 'Closed')","[3:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket')","[3:1]('Wait', 'Resolve ticket', 'Closed')","[3:1]('Insert ticket', 'Wait', 'Wait')","[4:2194]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:54]('Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:17]('Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed')","[4:12]('Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[4:8]('Assign seriousness', 'Wait', 'Resolve ticket', 'Closed')","[4:3]('Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:3]('Insert ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:1]('Create SW anomaly', 'Resolve SW anomaly', 'Resolve ticket', 'Closed')","[4:1]('Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
17,3977,13,21,42,18,"[2:1]('Resolve ticket', 'Closed')","[3:153]('Assign seriousness', 'Resolve ticket', 'Closed')","[3:33]('Take in charge ticket', 'Resolve ticket', 'Closed')","[3:4]('Insert ticket', 'Wait', 'Wait')","[3:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket')","[3:1]('Wait', 'Resolve ticket', 'Closed')","[4:2222]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:55]('Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:17]('Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed')","[4:12]('Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[4:9]('Assign seriousness', 'Wait', 'Resolve ticket', 'Closed')","[4:3]('Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:3]('Insert ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:2]('Assign seriousness', 'Require upgrade', 'Resolve ticket', 'Closed')","[4:1]('Create SW anomaly', 'Resolve SW anomaly', 'Resolve ticket', 'Closed')"
18,4036,13,21,42,19,"[2:1]('Resolve ticket', 'Closed')","[3:154]('Assign seriousness', 'Resolve ticket', 'Closed')","[3:33]('Take in charge ticket', 'Resolve ticket', 'Closed')","[3:4]('Insert ticket', 'Wait', 'Wait')","[3:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket')","[3:1]('Wait', 'Resolve ticket', 'Closed')","[4:2242]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:56]('Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:17]('Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed')","[4:13]('Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[4:10]('Assign seriousness', 'Wait', 'Resolve ticket', 'Closed')","[4:3]('Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:3]('Insert ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:2]('Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:2]('Assign seriousness', 'Require upgrade', 'Resolve ticket', 'Closed')"
19,4515,12,20,40,16,"[2:1]('Resolve ticket', 'Closed')","[3:164]('Assign seriousness', 'Resolve ticket', 'Closed')","[3:37]('Take in charge ticket', 'Resolve ticket', 'Closed')","[3:4]('Insert ticket', 'Wait', 'Wait')","[3:1]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket')","[3:1]('Wait', 'Resolve ticket', 'Closed')","[3:1]('Assign seriousness', 'Take in charge ticket', 'Wait')","[4:2356]('Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed')","[4:63]('Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:21]('Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed')","[4:19]('Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed')","[4:14]('Assign seriousness', 'Wait', 'Resolve ticket', 'Closed')","[4:5]('Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed')","[4:4]('Assign seriousness', 'Require upgrade', 'Resolve ticket', 'Closed')","[4:3]('Insert ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed')"
