n°_training,trace,places,transitions,arcs,ext_cardoso,trace_1,trace_2,trace_3,trace_4,trace_5,trace_6,trace_7,trace_8,trace_9,trace_10,trace_11,trace_12,trace_13,trace_14,trace_15
10,166,15,12,116,58,"[3:6]('ER Registration', 'ER Triage', 'ER Sepsis Triage')","[4:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes')","[5:6]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[5:5]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes')","[5:1]('Leucocytes', 'CRP', 'ER Registration', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Admission NC', 'Release A')","[6:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'LacticAcid', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'ER Sepsis Triage')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid')","[6:1]('Leucocytes', 'ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[7:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics')","[7:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'IV Liquid', 'IV Antibiotics')","[7:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'Admission NC', 'Release A')","[7:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'LacticAcid', 'IV Antibiotics')"
11,171,15,12,114,57,"[3:6]('ER Registration', 'ER Triage', 'ER Sepsis Triage')","[4:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes')","[5:7]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[5:5]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes')","[5:1]('Leucocytes', 'CRP', 'ER Registration', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Admission NC', 'Release A')","[5:1]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'ER Sepsis Triage')","[6:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'LacticAcid', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'ER Sepsis Triage')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid')","[6:1]('Leucocytes', 'ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[7:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics')","[7:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'IV Liquid', 'IV Antibiotics')","[7:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'Admission NC', 'Release A')"
12,238,12,11,70,35,"[3:7]('ER Registration', 'ER Triage', 'ER Sepsis Triage')","[4:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes')","[5:8]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[5:6]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes')","[5:2]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'ER Sepsis Triage')","[5:1]('Leucocytes', 'CRP', 'ER Registration', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Admission NC', 'Release A')","[5:1]('ER Registration', 'ER Triage', 'Leucocytes', 'CRP', 'ER Sepsis Triage')","[6:3]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'LacticAcid', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'ER Sepsis Triage')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid')","[6:1]('Leucocytes', 'ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[7:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'IV Antibiotics')","[7:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'Admission NC', 'Release A')"
13,314,13,10,76,38,"[3:11]('ER Registration', 'ER Triage', 'ER Sepsis Triage')","[4:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes')","[5:12]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[5:6]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes')","[5:2]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'ER Sepsis Triage')","[5:1]('Leucocytes', 'CRP', 'ER Registration', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Admission NC', 'Release A')","[5:1]('ER Registration', 'ER Triage', 'Leucocytes', 'CRP', 'ER Sepsis Triage')","[6:3]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'LacticAcid', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'ER Sepsis Triage')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid')","[6:1]('Leucocytes', 'ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[6:1]('ER Registration', 'LacticAcid', 'Leucocytes', 'CRP', 'ER Triage', 'ER Sepsis Triage')","[7:3]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'Admission NC', 'Release A')"
14,324,11,10,62,31,"[3:11]('ER Registration', 'ER Triage', 'ER Sepsis Triage')","[4:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes')","[5:12]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[5:6]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes')","[5:2]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'ER Sepsis Triage')","[5:1]('Leucocytes', 'CRP', 'ER Registration', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Admission NC', 'Release A')","[5:1]('ER Registration', 'ER Triage', 'Leucocytes', 'CRP', 'ER Sepsis Triage')","[5:1]('ER Sepsis Triage', 'ER Registration', 'ER Triage', 'Leucocytes', 'CRP')","[6:3]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'LacticAcid', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'ER Sepsis Triage')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid')","[6:1]('Leucocytes', 'ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[6:1]('ER Registration', 'LacticAcid', 'Leucocytes', 'CRP', 'ER Triage', 'ER Sepsis Triage')"
15,349,12,10,70,35,"[3:13]('ER Registration', 'ER Triage', 'ER Sepsis Triage')","[4:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes')","[5:12]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[5:6]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes')","[5:2]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'ER Sepsis Triage')","[5:1]('Leucocytes', 'CRP', 'ER Registration', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Admission NC', 'Release A')","[5:1]('ER Registration', 'ER Triage', 'Leucocytes', 'CRP', 'ER Sepsis Triage')","[5:1]('ER Sepsis Triage', 'ER Registration', 'ER Triage', 'Leucocytes', 'CRP')","[5:1]('ER Registration', 'CRP', 'Leucocytes', 'ER Triage', 'ER Sepsis Triage')","[6:3]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'LacticAcid', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'ER Sepsis Triage')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid')","[6:1]('Leucocytes', 'ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')"
16,607,13,10,80,40,"[3:19]('ER Registration', 'ER Triage', 'ER Sepsis Triage')","[4:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes')","[5:19]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[5:12]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes')","[5:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Admission NC', 'Release A')","[5:2]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'ER Sepsis Triage')","[5:2]('ER Registration', 'ER Triage', 'Leucocytes', 'CRP', 'ER Sepsis Triage')","[5:1]('Leucocytes', 'CRP', 'ER Registration', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Sepsis Triage', 'ER Registration', 'ER Triage', 'Leucocytes', 'CRP')","[5:1]('ER Registration', 'CRP', 'Leucocytes', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'Leucocytes')","[6:4]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid')","[6:3]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'LacticAcid', 'Leucocytes')","[6:1]('ER Registration', 'ER Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'ER Sepsis Triage')","[6:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'Leucocytes')"
17,636,13,10,80,40,"[3:20]('ER Registration', 'ER Triage', 'ER Sepsis Triage')","[4:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes')","[5:19]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[5:13]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes')","[5:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Admission NC', 'Release A')","[5:2]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'ER Sepsis Triage')","[5:2]('ER Registration', 'ER Triage', 'Leucocytes', 'CRP', 'ER Sepsis Triage')","[5:1]('Leucocytes', 'CRP', 'ER Registration', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Sepsis Triage', 'ER Registration', 'ER Triage', 'Leucocytes', 'CRP')","[5:1]('ER Registration', 'CRP', 'Leucocytes', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'Leucocytes')","[6:5]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid')","[6:3]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'LacticAcid', 'Leucocytes')","[6:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'Admission NC', 'Release A')","[6:1]('ER Registration', 'ER Triage', 'Leucocytes', 'LacticAcid', 'CRP', 'ER Sepsis Triage')"
18,855,13,10,92,46,"[3:30]('ER Registration', 'ER Triage', 'ER Sepsis Triage')","[4:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes')","[5:22]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[5:20]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes')","[5:3]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'ER Sepsis Triage')","[5:3]('ER Registration', 'ER Triage', 'Leucocytes', 'CRP', 'ER Sepsis Triage')","[5:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Admission NC', 'Release A')","[5:1]('Leucocytes', 'CRP', 'ER Registration', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Sepsis Triage', 'ER Registration', 'ER Triage', 'Leucocytes', 'CRP')","[5:1]('ER Registration', 'CRP', 'Leucocytes', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'Leucocytes')","[6:9]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid')","[6:4]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'LacticAcid', 'Leucocytes')","[6:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'Admission NC', 'Release A')","[6:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes', 'LacticAcid')"
19,949,12,10,80,40,"[3:34]('ER Registration', 'ER Triage', 'ER Sepsis Triage')","[4:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes')","[5:22]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP')","[5:21]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'Leucocytes')","[5:4]('ER Registration', 'ER Triage', 'CRP', 'Leucocytes', 'ER Sepsis Triage')","[5:4]('ER Registration', 'ER Triage', 'Leucocytes', 'CRP', 'ER Sepsis Triage')","[5:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Admission NC', 'Release A')","[5:1]('Leucocytes', 'CRP', 'ER Registration', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Sepsis Triage', 'ER Registration', 'ER Triage', 'Leucocytes', 'CRP')","[5:1]('ER Registration', 'CRP', 'Leucocytes', 'ER Triage', 'ER Sepsis Triage')","[5:1]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'Leucocytes')","[6:9]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'CRP', 'LacticAcid')","[6:4]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'CRP', 'LacticAcid', 'Leucocytes')","[6:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'Leucocytes', 'Admission NC', 'Release A')","[6:2]('ER Registration', 'ER Triage', 'ER Sepsis Triage', 'LacticAcid', 'Leucocytes', 'CRP')"
